tcr_name,closest_tcr
6772,"['7ndt', '2vlr', '1oga', '2vlk', '2vlj', '5hho', '2esv', '5hhm']"
6786,"['5e6i', '5tez']"
6794,6p64
6941,7pbe
6969,6mtm
7277,6rsy
7289,5isz
7492,4jrx
7497,6p64
7694,3dxa
7863,7rk7
8207,6vqo
8506,5eu6
8515,6bj2
8738,3vxm
8878,6vrm
9066,8i5c
9281,4qrr
9334,4mji
9367,"['7n2r', '7n2p', '7n2q']"
9420,6p64
9637,"['2vlr', '1oga', '2vlk', '2vlj', '5hhm']"
9713,6rp9
9744,7pbe
9796,"['3qdm', '3qeq']"
9825,2e7l
10048,7n6e
10073,2vlr
10174,5tez
10272,"['8eo8', '8enh', '8en8']"
10291,3o4l
10310,7phr
10327,7byd
10414,2nx5
10476,7pbe
10579,"['4g9f', '4g8g']"
10607,4qrr
10768,4qrr
10889,5e6i
11317,3vxm
11407,5eu6
11530,"['7ow6', '7ow5']"
11745,5eu6
11752,"['3kps', '2vlr', '3kpr', '1oga', '2vlk', '1mi5', '2vlj', '5euo', '5hho', '5hhm']"
11787,"['1nam', '2ol3', '1fo0']"
11902,6bj2
11923,"['3vxr', '3vxs']"
11937,"['6mtm', '7pbe']"
12299,"['7n4k', '3pqy', '7n5p']"
12372,"['3kps', '3kpr', '1mi5']"
12384,"['5bs0', '5brz']"
12454,"['7rtr', '7n1f']"
12603,"['7ndq', '7ndu']"
12639,4mji
12842,7n1e
12850,5jhd
12866,"['7nmg', '7nme', '7nmf']"
13089,3vxm
13301,8dnt
13523,"['5nmg', '5nme']"
13562,3dxa
13674,5tez
13799,4mji
13833,"['3vxu', '3w0w']"
14070,7rrg
14077,3sjv
14225,"['5jzi', '5yxn', '5yxu']"
14234,6avg
14355,3sjv
14966,"['3vxr', '3vxs']"
15068,6mtm
15147,8wte
15376,4qrp
15580,"['3kps', '3kpr', '1mi5']"
15625,6rpa
15706,"['7rtr', '7n1f']"
15821,6mtm
16057,"['7dzn', '7dzm']"
16138,7rk7
16156,3o4l
16411,7l1d
16416,"['6ulr', '5hyj']"
16527,"['8gvb', '8gvg']"
16894,3o4l
16957,5hho
16976,"['7q99', '3hg1', '6eqa', '7q9a', '4qok']"
17067,7pbe
17143,"['7q99', '3hg1', '6eqa', '7q9a', '4qok']"
17246,"['6vma', '6vmc', '6vm9']"
17388,"['5nmg', '5nme']"
17442,2ypl
17544,"['4g9f', '4g8g']"
17645,"['8eo8', '8enh', '8en8']"
17665,"['6vma', '6vmc', '6vm9']"
17703,7pbe
17803,5jhd
17987,6rpb
17992,5wlg
18097,3ffc
18104,"['2uwe', '2jcc', '2j8u', '1lp9']"
18184,"['7dzn', '7dzm']"
18700,3dxa
18944,5euo
19038,"['8dnt', '5d2n']"
19147,7n1e
19357,"['6bj3', '6bj8', '5xot']"
19445,"['7dzn', '7dzm']"
19737,2ypl
19971,4jrx
20164,"['7ow6', '7ow5', '7r80']"
20229,3vxm
20235,8qfy
20259,5tez
20402,5isz
20546,"['3vxr', '3vxs']"
20886,"['7rtr', '7n1f']"
21088,"['3vxr', '3vxs']"
21215,"['6zkz', '6zky', '6zkw', '6zkx']"
21373,6uln
21456,7phr
21593,"['3mv8', '4prh', '3mv9', '3mv7', '4prp', '4pri']"
22128,"['7ndt', '2esv']"
22652,6rsy
22757,4eup
22772,4qrp
23021,7phr
24144,"['5w1v', '5w1w']"
24580,"['7dzn', '7dzm']"
25764,"['6vma', '6vmc', '6vm9']"
25875,"['5nht', '8dnt', '5nqk']"
25998,6rsy
27778,"['8gvb', '8gvi', '8gvg']"
28709,"['7n4k', '3pqy', '7n5p']"
29244,5men
29295,5hho
29351,2nx5
30351,"['7ow6', '7ow5']"
30410,6vrm
30605,7n6e
30651,7byd
30724,4jrx
30757,6avg
31028,7jwj
31279,6rp9
31430,6l9l
31513,3o4l
31538,"['7n2r', '7n2p', '7n2q']"
31553,1bd2
31742,6bj2
32243,3vxm
32434,4jrx
32538,"['1mwa', '2oi9', '1g6r', '2ckb']"
32563,7phr
32691,5isz
32890,7pbe
32930,7n6e
32967,"['7ow6', '7ow5', '7r80']"
33047,3sjv
33140,3dxa
33210,5tez
33246,4qrr
33357,6p64
33532,5tez
33558,"['6vma', '6vmc', '6vm9']"
33559,4eup
33651,"['5m02', '5m00', '5m01', '6g9q', '5tje', '5til']"
33731,5eu6
33894,4qrp
34471,4jrx
34472,3tjh
34502,"['6zkz', '6zky', '6zkw', '6zkx']"
34662,3gsn
1572,6avg
3360,"['2gj6', '1qrn', '3pwp', '1qse', '3d3v', '3d39', '3qfj', '3h9s', '1ao7', '1qsf']"
3598,"['2gj6', '1qrn', '3pwp', '1qse', '3d3v', '3d39', '3qfj', '3h9s', '1ao7', '1qsf']"
4663,8cx4
8960,6rpa
15842,6bj2
18742,"['8eo8', '8enh', '8en8']"
20186,5isz
20426,6p64
